"date","ville","pays","no2","o3","pm25","temp_max","temp_min","temp_moy","amplitude","humidite"
2023-10-16,"Lima","Pérou",8.75,9.55,3.97,21,18,19.5,3,85
2023-10-17,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-10-18,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-10-19,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-10-20,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,88
2023-10-21,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-10-22,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,88
2023-10-23,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-10-24,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,90
2023-10-25,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-10-26,"Lima","Pérou",8.21,12.4286382113821,12.39,21,18,19.5,3,85
2023-10-27,"Lima","Pérou",9.8,12.4286382113821,19.46,20,18,19,2,87
2023-10-28,"Lima","Pérou",9.59,12.4286382113821,15.58,21,18,19.5,3,86
2023-10-29,"Lima","Pérou",10.9,12.4286382113821,16.06,21,18,19.5,3,87
2023-10-30,"Lima","Pérou",9.09,9.54,16.12,21,18,19.5,3,90
2023-10-31,"Lima","Pérou",9.36,6.89,23.24,21,18,19.5,3,87
2023-11-01,"Lima","Pérou",10.41,6.34,22.61,21,18,19.5,3,85
2023-11-02,"Lima","Pérou",10.75,8.32,14.98,20,18,19,2,85
2023-11-03,"Lima","Pérou",24.33,11.7,15.13,21,18,19.5,3,82
2023-11-04,"Lima","Pérou",24.67,12.28,16.91,21,18,19.5,3,85
2023-11-05,"Lima","Pérou",22.94,12.48,14.87,20,18,19,2,85
2023-11-06,"Lima","Pérou",19.37,11.75,12.55,21,18,19.5,3,87
2023-11-07,"Lima","Pérou",21.88,12.4286382113821,12.78,21,17,19,4,85
2023-11-08,"Lima","Pérou",19.97,12.4286382113821,13.61,21,18,19.5,3,83
2023-11-09,"Lima","Pérou",20.86,12.4286382113821,13.66,21,18,19.5,3,84
2023-11-10,"Lima","Pérou",22.76,12.4286382113821,11.98,21,18,19.5,3,87
2023-11-11,"Lima","Pérou",23.27,12.4286382113821,10.22,21,18,19.5,3,87
2023-11-12,"Lima","Pérou",22.39,12.4286382113821,10.19,21,18,19.5,3,88
2023-11-13,"Lima","Pérou",19.85,12.4286382113821,11.4,21,18,19.5,3,89
2023-11-14,"Lima","Pérou",23.44,12.4286382113821,16.82,21,18,19.5,3,87
2023-11-15,"Lima","Pérou",24.36,10.4,10.23,21,18,19.5,3,85
2023-11-16,"Lima","Pérou",23.04,10.66,18.53,22,18,20,4,86
2023-11-17,"Lima","Pérou",22.26,11.01,17.89,21,18,19.5,3,88
2023-11-18,"Lima","Pérou",22.29,11.3,16.21,21,18,19.5,3,84
2023-11-19,"Lima","Pérou",21,11.76,13.91,21,18,19.5,3,86
2023-11-20,"Lima","Pérou",19.91,12.55,10.6,21,18,19.5,3,87
2023-11-21,"Lima","Pérou",24.27,11.29,12.14,21,18,19.5,3,85
2023-11-22,"Lima","Pérou",21.69,14.92,11.02,21,18,19.5,3,86
2023-11-23,"Lima","Pérou",23.92,10.25,14.27,22,18,20,4,85
2023-11-24,"Lima","Pérou",17.8,11.89,11.72,22,18,20,4,87
2023-11-25,"Lima","Pérou",21.84,10.12,13.08,21,19,20,2,87
2023-11-26,"Lima","Pérou",23.91,9.83,11.68,21,18,19.5,3,86
2023-11-27,"Lima","Pérou",21.47,16.31,12.12,21,18,19.5,3,85
2023-11-28,"Lima","Pérou",22.13,14.8,11.35,21,18,19.5,3,86
2023-11-29,"Lima","Pérou",21,16.13,10.9,21,18,19.5,3,87
2023-11-30,"Lima","Pérou",20.76,14.57,11.76,21,18,19.5,3,86
2023-12-01,"Lima","Pérou",21.17,12.82,9.76,21,19,20,2,85
2023-12-02,"Lima","Pérou",22.52,10.7,13.72,21,19,20,2,86
2023-12-03,"Lima","Pérou",21.56,9.44,15.42,22,19,20.5,3,86
2023-12-04,"Lima","Pérou",20.55,11.71,14.21,22,19,20.5,3,85
2023-12-05,"Lima","Pérou",22.26,14.45,19.61,22,19,20.5,3,86
2023-12-06,"Lima","Pérou",24.63,10.88,14.97,21,19,20,2,85
2023-12-07,"Lima","Pérou",23.01,8.09,15.86,21,19,20,2,87
2023-12-08,"Lima","Pérou",22.08,9.77,17.27,21,19,20,2,85
2023-12-09,"Lima","Pérou",19.22,13.51,15.33,21,19,20,2,87
2023-12-10,"Lima","Pérou",20.99,12.12,13.94,22,19,20.5,3,86
2023-12-11,"Lima","Pérou",23.11,12.34,22.5,22,19,20.5,3,85
2023-12-12,"Lima","Pérou",12.37,14.03,12.91,22,19,20.5,3,88
2023-12-13,"Lima","Pérou",15.61,14.07,17.12,22,19,20.5,3,88
2023-12-14,"Lima","Pérou",16.9,9.03,20.1,22,19,20.5,3,87
2023-12-15,"Lima","Pérou",16.4,11.73,11.97,22,19,20.5,3,87
2023-12-16,"Lima","Pérou",13.65,11.09,12,23,20,21.5,3,87
2023-12-17,"Lima","Pérou",13.56,11.18,10.46,22,20,21,2,85
2023-12-18,"Lima","Pérou",11.75,7.79,9.6,23,20,21.5,3,87
2023-12-19,"Lima","Pérou",0,8.77,18.9690175438596,23,20,21.5,3,88
2023-12-20,"Lima","Pérou",0,7.94,18.9690175438596,22,20,21,2,87
2023-12-21,"Lima","Pérou",0,6.37,18.9690175438596,22,20,21,2,86
2023-12-22,"Lima","Pérou",0,6.51,13.5,22,20,21,2,88
2023-12-23,"Lima","Pérou",0,9.48,9.45,23,20,21.5,3,86
2023-12-24,"Lima","Pérou",0,5.54,14.5,23,20,21.5,3,85
2023-12-25,"Lima","Pérou",0,8.44,13.09,23,20,21.5,3,88
2023-12-26,"Lima","Pérou",0,9.62,11.65,23,21,22,2,84
2023-12-27,"Lima","Pérou",0,10.12,11.6,23,21,22,2,84
2023-12-28,"Lima","Pérou",12.41,9.18,12.44,23,20,21.5,3,85
2023-12-29,"Lima","Pérou",14.62,5.98,13.07,24,20,22,4,88
2023-12-30,"Lima","Pérou",12.3,5.85,15.29,24,21,22.5,3,85
2023-12-31,"Lima","Pérou",11.35,7.62,14.94,24,21,22.5,3,85
2024-01-01,"Lima","Pérou",8.68,8.01,16.11,24,21,22.5,3,86
2024-01-02,"Lima","Pérou",10.76,7.43,12.57,23,21,22,2,87
2024-01-03,"Lima","Pérou",13.83,8.44,11.91,23,19,21,4,87
2024-01-04,"Lima","Pérou",16.05,7.13,14.49,24,21,22.5,3,86
2024-01-05,"Lima","Pérou",15.32,7.41,13.58,24,21,22.5,3,87
2024-01-06,"Lima","Pérou",11.18,8.32,11.24,24,21,22.5,3,88
2024-01-07,"Lima","Pérou",10.08,8.46,9.83,23,20,21.5,3,88
2024-01-08,"Lima","Pérou",11.86,9.03,12.19,24,22,23,2,84
2024-01-09,"Lima","Pérou",12.13,8.17,11.44,25,21,23,4,85
2024-01-10,"Lima","Pérou",12.38,8.78,10.99,25,22,23.5,3,87
2024-01-11,"Lima","Pérou",11.51,9.3,11.12,24,22,23,2,86
2024-01-12,"Lima","Pérou",13.79,7.41,12.84,22,22,22,0,86
2024-01-13,"Lima","Pérou",13.92,7.43,13.82,25,21,23,4,86
2024-01-14,"Lima","Pérou",10.17,7.71,13.25,24,21,22.5,3,87
2024-01-15,"Lima","Pérou",10.98,12.26,10.29,24,21,22.5,3,86
2024-01-16,"Lima","Pérou",12,9.79,13.12,25,22,23.5,3,87
2024-01-17,"Lima","Pérou",11.74,11.28,13.28,24,21,22.5,3,86
2024-01-18,"Lima","Pérou",12.97,9.8,14.89,23,21,22,2,86
2024-01-19,"Lima","Pérou",13.75,7.55,15.65,24,21,22.5,3,89
2024-01-20,"Lima","Pérou",13.7,7.63,14.81,25,22,23.5,3,87
2024-01-21,"Lima","Pérou",10.68,9.75,12.93,24,21,22.5,3,87
2024-01-22,"Lima","Pérou",12.81,8.8,18.74,25,22,23.5,3,86
2024-01-23,"Lima","Pérou",11.97,8.48,10.28,25,22,23.5,3,87
2024-01-24,"Lima","Pérou",12.65,9.47,13.65,25,22,23.5,3,89
2024-01-25,"Lima","Pérou",10.54,8.01,8.38,26,23,24.5,3,84
2024-01-26,"Lima","Pérou",10.89,7.33,8.41,26,23,24.5,3,81
2024-01-27,"Lima","Pérou",7.55,8.39,7,26,23,24.5,3,83
2024-01-28,"Lima","Pérou",10.77,7.62,9.45,26,23,24.5,3,82
2024-01-29,"Lima","Pérou",11.09,7.31,8.49,26,24,25,2,78
2024-01-30,"Lima","Pérou",10.42,7.66,10.38,25,23,24,2,86
2024-01-31,"Lima","Pérou",11.37,8.01,9.69,26,23,24.5,3,84
2024-02-01,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,26,23,24.5,3,79
2024-02-02,"Lima","Pérou",11.87,8.67,12.41,26,22,24,4,84
2024-02-03,"Lima","Pérou",11.28,7.93,12.49,25,23,24,2,84
2024-02-04,"Lima","Pérou",12.37,7.39,13.34,25,23,24,2,85
2024-02-05,"Lima","Pérou",15.24,7.1,11.79,26,24,25,2,81
2024-02-06,"Lima","Pérou",14.63,8.92,11.98,26,23,24.5,3,84
2024-02-07,"Lima","Pérou",11.84,8.52,9.66,26,23,24.5,3,86
2024-02-08,"Lima","Pérou",11.04,7.49,9.42,27,24,25.5,3,82
2024-02-09,"Lima","Pérou",13,7.59,11.64,27,23,25,4,86
2024-02-10,"Lima","Pérou",12.33,7.8,13.56,27,24,25.5,3,81
2024-02-11,"Lima","Pérou",8.76,8.18,10.61,26,23,24.5,3,86
2024-02-12,"Lima","Pérou",9.24,7.21,9.7,27,24,25.5,3,84
2024-02-13,"Lima","Pérou",12.8,5.99,11.38,26,23,24.5,3,85
2024-02-14,"Lima","Pérou",12.52,7.66,12.4,26,24,25,2,86
2024-02-15,"Lima","Pérou",10.92,5.86,11.99,26,22,24,4,82
2024-02-16,"Lima","Pérou",11.34,6.21,11.9,26,23,24.5,3,85
2024-02-17,"Lima","Pérou",12.93,7.13,13.41,26,23,24.5,3,81
2024-02-18,"Lima","Pérou",10.14,7.55,12.29,26,23,24.5,3,85
2024-02-19,"Lima","Pérou",11.05,7.61,11.39,26,23,24.5,3,82
2024-02-20,"Lima","Pérou",12.45,7.26,11.43,26,23,24.5,3,82
2024-02-21,"Lima","Pérou",14.09,8.05,11.19,26,23,24.5,3,81
2024-02-22,"Lima","Pérou",14.73,7.05,10.7,26,23,24.5,3,82
2024-02-23,"Lima","Pérou",14.25,6.76,11.77,26,23,24.5,3,85
2024-02-24,"Lima","Pérou",12.65,6.72,10.58,26,23,24.5,3,85
2024-02-25,"Lima","Pérou",12.43,6.45,12.73,26,23,24.5,3,88
2024-02-26,"Lima","Pérou",9.93,7.07,12.17,25,23,24,2,89
2024-02-27,"Lima","Pérou",12.21,7.77,13.82,25,23,24,2,87
2024-02-28,"Lima","Pérou",11.65,7.64,13.21,25,23,24,2,87
2024-02-29,"Lima","Pérou",12.16,7.27,12.3,25,22,23.5,3,86
2024-03-01,"Lima","Pérou",13.65,9.38,12.55,25,23,24,2,83
2024-03-02,"Lima","Pérou",14.13,6.23,11.87,26,23,24.5,3,80
2024-03-03,"Lima","Pérou",12.64,7.28,11.29,25,21,23,4,83
2024-03-04,"Lima","Pérou",12.69,9.71,10.43,25,22,23.5,3,86
2024-03-05,"Lima","Pérou",11.28,7.36,12.22,26,23,24.5,3,83
2024-03-06,"Lima","Pérou",12.1,6.45,12.2,26,23,24.5,3,83
2024-03-07,"Lima","Pérou",15.95,7.18,13.2,25,23,24,2,81
2024-03-08,"Lima","Pérou",14.57,6.32,14.09,25,22,23.5,3,85
2024-03-09,"Lima","Pérou",13.32,6.64,13.4,25,22,23.5,3,87
2024-03-10,"Lima","Pérou",15.7,4.53,12.95,25,22,23.5,3,83
2024-03-11,"Lima","Pérou",13.68,8.16,16.28,24,21,22.5,3,85
2024-03-12,"Lima","Pérou",13.16,6.41,17.36,25,20,22.5,5,87
2024-03-13,"Lima","Pérou",16.38,6.87,15.24,25,20,22.5,5,87
2024-03-14,"Lima","Pérou",13.06,6.96,12.82,24,21,22.5,3,87
2024-03-15,"Lima","Pérou",14.03,7.8,13.34,24,21,22.5,3,82
2024-03-16,"Lima","Pérou",13.64,7.72,15.05,24,21,22.5,3,83
2024-03-17,"Lima","Pérou",16.3,6.33,17,24,21,22.5,3,85
2024-03-18,"Lima","Pérou",16.88,7.37,18.79,25,21,23,4,86
2024-03-19,"Lima","Pérou",19.36,5.25,16.77,25,21,23,4,85
2024-03-20,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,22,23,2,85
2024-03-21,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,25,22,23.5,3,87
2024-03-22,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,25,22,23.5,3,87
2024-03-23,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,22,23,2,86
2024-03-24,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,21,22.5,3,88
2024-03-25,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,21,22.5,3,89
2024-03-26,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,22,23,2,85
2024-03-27,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,21,22.5,3,85
2024-03-28,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,22,23,2,85
2024-03-29,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,25,21,23,4,89
2024-03-30,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,25,21,23,4,87
2024-03-31,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,24,22,23,2,86
2024-04-01,"Lima","Pérou",10.85,7.05,11.53,24,22,23,2,84
2024-04-02,"Lima","Pérou",11.29,8.37,7.13,23,21,22,2,85
2024-04-03,"Lima","Pérou",11.94,6.16,8.45,24,20,22,4,83
2024-04-04,"Lima","Pérou",13.95,6.34,10.78,24,20,22,4,84
2024-04-05,"Lima","Pérou",11.92,6.63,11.95,24,20,22,4,87
2024-04-06,"Lima","Pérou",13.25,6.15,17.56,24,21,22.5,3,87
2024-04-07,"Lima","Pérou",11.85,6.25,13.94,24,21,22.5,3,87
2024-04-08,"Lima","Pérou",13.42,7.59,17.37,24,20,22,4,87
2024-04-09,"Lima","Pérou",12.05,8.45,13.1,23,21,22,2,82
2024-04-10,"Lima","Pérou",16.13,6.2,17.19,24,21,22.5,3,89
2024-04-11,"Lima","Pérou",17.91,7.5,21.25,24,20,22,4,88
2024-04-12,"Lima","Pérou",15,6.4,16.48,24,21,22.5,3,87
2024-04-13,"Lima","Pérou",13.85,6.44,16.5,24,21,22.5,3,89
2024-04-14,"Lima","Pérou",13.4,8.8,18.35,23,19,21,4,89
2024-04-15,"Lima","Pérou",12.95,7.81,15.8,22,19,20.5,3,93
2024-04-16,"Lima","Pérou",15.19,6.53,14.19,23,19,21,4,91
2024-04-17,"Lima","Pérou",18,7.63,25.05,23,19,21,4,88
2024-04-18,"Lima","Pérou",17.93,6.19,27.2,23,20,21.5,3,88
2024-04-19,"Lima","Pérou",20.98,6,26.75,22,18,20,4,86
2024-04-20,"Lima","Pérou",22.89,6.83,20.83,22,18,20,4,86
2024-04-21,"Lima","Pérou",15.46,5.91,14.41,22,18,20,4,88
2024-04-22,"Lima","Pérou",17.97,5.12,17.9,22,18,20,4,89
2024-04-23,"Lima","Pérou",17.18,13.84,22.04,22,18,20,4,90
2024-04-24,"Lima","Pérou",26.1,19.17,23.89,23,19,21,4,88
2024-04-25,"Lima","Pérou",26.95,19.11,21.05,22,18,20,4,90
2024-04-26,"Lima","Pérou",31.71,22.63,28.64,22,18,20,4,86
2024-04-27,"Lima","Pérou",29.61,18.04,19.96,22,18,20,4,88
2024-04-28,"Lima","Pérou",25.66,23.37,17.48,22,18,20,4,88
2024-04-29,"Lima","Pérou",26.9,23.69,22.61,22,18,20,4,86
2024-04-30,"Lima","Pérou",27.28,23.19,21.32,22,18,20,4,84
2024-05-01,"Lima","Pérou",22.74,25.5,19.18,22,18,20,4,87
2024-05-02,"Lima","Pérou",21.74,26.62,18.68,21,18,19.5,3,90
2024-05-03,"Lima","Pérou",26.14,30.34,15.23,22,19,20.5,3,90
2024-05-04,"Lima","Pérou",32.11,28.25,22.6,22,19,20.5,3,89
2024-05-05,"Lima","Pérou",31.3,49.5,39.15,21,18,19.5,3,89
2024-05-06,"Lima","Pérou",27.76,29.21,22.93,21,17,19,4,86
2024-05-07,"Lima","Pérou",26.78,21.21,18.64,21,18,19.5,3,90
2024-05-08,"Lima","Pérou",31.66,21.51,23,21,17,19,4,88
2024-05-09,"Lima","Pérou",48.58,14.26,37.97,21,17,19,4,91
2024-05-10,"Lima","Pérou",31.68,22.41,20.15,21,17,19,4,88
2024-05-11,"Lima","Pérou",27.88,20.66,18.39,21,17,19,4,88
2024-05-12,"Lima","Pérou",26.04,26.08,22.97,20,17,18.5,3,89
2024-05-13,"Lima","Pérou",32.8,25.12,35,21,16,18.5,5,89
2024-05-14,"Lima","Pérou",22.3113359528487,12.4286382113821,26.1,20,17,18.5,3,87
2024-05-15,"Lima","Pérou",22.3113359528487,12.4286382113821,27.81,20,17,18.5,3,89
2024-05-16,"Lima","Pérou",22.3113359528487,12.4286382113821,30.23,20,16,18,4,89
2024-05-17,"Lima","Pérou",22.3113359528487,12.4286382113821,16.7,20,17,18.5,3,91
2024-05-18,"Lima","Pérou",22.3113359528487,12.4286382113821,23.28,20,16,18,4,93
2024-05-19,"Lima","Pérou",22.3113359528487,12.4286382113821,30.13,20,17,18.5,3,88
2024-05-20,"Lima","Pérou",22.3113359528487,12.4286382113821,23.92,20,16,18,4,88
2024-05-21,"Lima","Pérou",22.3113359528487,12.4286382113821,18.47,20,16,18,4,83
2024-05-22,"Lima","Pérou",22.3113359528487,12.4286382113821,22.5,20,16,18,4,87
2024-05-23,"Lima","Pérou",22.3113359528487,12.4286382113821,41.8,20,15,17.5,5,87
2024-05-24,"Lima","Pérou",22.3113359528487,12.4286382113821,54.42,20,15,17.5,5,88
2024-05-25,"Lima","Pérou",22.3113359528487,12.4286382113821,46.12,20,16,18,4,85
2024-05-26,"Lima","Pérou",22.3113359528487,12.4286382113821,34.73,20,16,18,4,84
2024-05-27,"Lima","Pérou",22.3113359528487,12.4286382113821,41.82,20,16,18,4,85
2024-05-28,"Lima","Pérou",22.3113359528487,12.4286382113821,51.28,20,16,18,4,84
2024-05-29,"Lima","Pérou",22.3113359528487,12.4286382113821,39.56,20,15,17.5,5,86
2024-05-30,"Lima","Pérou",22.3113359528487,12.4286382113821,30.62,20,15,17.5,5,83
2024-05-31,"Lima","Pérou",22.3113359528487,12.4286382113821,22.36,19,15,17,4,86
2024-06-01,"Lima","Pérou",32.13,24.12,27.39,19,15,17,4,82
2024-06-02,"Lima","Pérou",25.83,39.49,20.72,19,15,17,4,82
2024-06-03,"Lima","Pérou",33.67,29.83,30.41,20,15,17.5,5,86
2024-06-04,"Lima","Pérou",32.47,26.3,28.81,20,15,17.5,5,86
2024-06-05,"Lima","Pérou",37.11,22.13,37.86,20,15,17.5,5,85
2024-06-06,"Lima","Pérou",37.77,20.59,43.01,19,15,17,4,85
2024-06-07,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,20,15,17.5,5,85
2024-06-08,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,20,15,17.5,5,83
2024-06-09,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,19,15,17,4,84
2024-06-10,"Lima","Pérou",25.98,33.75,19.29,20,15,17.5,5,81
2024-06-11,"Lima","Pérou",34.25,21.05,33.39,20,15,17.5,5,84
2024-06-12,"Lima","Pérou",34.43,25.14,38.65,20,15,17.5,5,84
2024-06-13,"Lima","Pérou",32.38,19.79,27.98,20,15,17.5,5,88
2024-06-14,"Lima","Pérou",31.52,21.33,35.69,19,15,17,4,89
2024-06-15,"Lima","Pérou",32.52,20.09,35.76,19,15,17,4,84
2024-06-16,"Lima","Pérou",33.76,22.55,36.64,19,17,18,2,85
2024-06-17,"Lima","Pérou",30.25,31.06,31.51,19,15,17,4,87
2024-06-18,"Lima","Pérou",30.06,25,16.6,19,15,17,4,85
2024-06-19,"Lima","Pérou",43.87,16.35,29.43,19,16,17.5,3,87
2024-06-20,"Lima","Pérou",40.89,24.53,48.68,19,15,17,4,86
2024-06-21,"Lima","Pérou",52.99,18.07,52.13,19,16,17.5,3,84
2024-06-22,"Lima","Pérou",52.43,12.54,51.2,19,15,17,4,86
2024-06-23,"Lima","Pérou",39.22,20.99,23.73,19,15,17,4,86
2024-06-24,"Lima","Pérou",36.55,21.53,29.45,18,15,16.5,3,86
2024-06-25,"Lima","Pérou",48.3,20.83,29.86,18,14,16,4,87
2024-06-26,"Lima","Pérou",46.77,32.24,41.96,18,15,16.5,3,85
2024-06-27,"Lima","Pérou",79.63,22.56,73.64,18,15,16.5,3,88
2024-06-28,"Lima","Pérou",48.04,28.05,33.65,19,15,17,4,84
2024-06-29,"Lima","Pérou",38.93,19.2,29.14,19,16,17.5,3,83
2024-06-30,"Lima","Pérou",33.57,19.14,40.45,19,16,17.5,3,86
2024-07-01,"Lima","Pérou",30.95,20.55,26.83,19,15,17,4,84
2024-07-02,"Lima","Pérou",36.79,18.75,27.22,19,15,17,4,84
2024-07-03,"Lima","Pérou",41.94,27.68,29.75,19,15,17,4,81
2024-07-04,"Lima","Pérou",50.9,17.97,33.34,19,16,17.5,3,84
2024-07-05,"Lima","Pérou",45.41,29.26,30.7,19,16,17.5,3,78
2024-07-06,"Lima","Pérou",34.49,5.65,24.93,19,16,17.5,3,85
2024-07-07,"Lima","Pérou",29.53,5.17,21.17,19,16,17.5,3,83
2024-07-08,"Lima","Pérou",31.41,7.03,20.6,19,16,17.5,3,85
2024-07-09,"Lima","Pérou",36.24,4.58,19.32,18,15,16.5,3,85
2024-07-10,"Lima","Pérou",37.97,5.19,18.79,18,15,16.5,3,84
2024-07-11,"Lima","Pérou",42.7,5.3,23.21,18,15,16.5,3,86
2024-07-12,"Lima","Pérou",51.2,4.43,40.64,18,15,16.5,3,81
2024-07-13,"Lima","Pérou",40.68,5.16,34.77,18,15,16.5,3,81
2024-07-14,"Lima","Pérou",31.83,5.71,24.79,18,14,16,4,82
2024-07-15,"Lima","Pérou",36.7,5.68,21.49,18,14,16,4,81
2024-07-16,"Lima","Pérou",35.12,6.07,26.37,18,14,16,4,84
2024-07-17,"Lima","Pérou",43.52,6.79,25.51,18,14,16,4,81
2024-07-18,"Lima","Pérou",22.3113359528487,12.4286382113821,42.88,18,14,16,4,85
2024-07-19,"Lima","Pérou",22.3113359528487,12.4286382113821,31.22,18,14,16,4,81
2024-07-20,"Lima","Pérou",22.3113359528487,12.4286382113821,26.38,18,14,16,4,82
2024-07-21,"Lima","Pérou",22.3113359528487,12.4286382113821,21.66,18,13,15.5,5,85
2024-07-22,"Lima","Pérou",22.3113359528487,12.4286382113821,25.01,18,14,16,4,81
2024-07-23,"Lima","Pérou",22.3113359528487,12.4286382113821,39,18,14,16,4,83
2024-07-24,"Lima","Pérou",22.3113359528487,12.4286382113821,22.72,18,14,16,4,86
2024-07-25,"Lima","Pérou",22.3113359528487,12.4286382113821,18.79,18,14,16,4,85
2024-07-26,"Lima","Pérou",22.3113359528487,12.4286382113821,20.64,18,14,16,4,83
2024-07-27,"Lima","Pérou",22.3113359528487,12.4286382113821,28.99,18,14,16,4,84
2024-07-28,"Lima","Pérou",22.3113359528487,12.4286382113821,27.09,18,15,16.5,3,84
2024-07-29,"Lima","Pérou",22.3113359528487,12.4286382113821,31.38,18,16,17,2,84
2024-07-30,"Lima","Pérou",22.3113359528487,12.4286382113821,33.95,19,16,17.5,3,83
2024-07-31,"Lima","Pérou",22.3113359528487,12.4286382113821,18.27,19,15,17,4,84
2024-08-01,"Lima","Pérou",37.14,4.65,32.57,21,16,18.5,5,83
2024-08-02,"Lima","Pérou",35.35,5.62,29.14,19,15,17,4,84
2024-08-03,"Lima","Pérou",29.25,5.27,18.69,19,14,16.5,5,84
2024-08-04,"Lima","Pérou",32.23,5.72,27.35,19,15,17,4,82
2024-08-05,"Lima","Pérou",31.23,4.92,29.99,18,15,16.5,3,85
2024-08-06,"Lima","Pérou",23.76,5.98,15.36,18,15,16.5,3,87
2024-08-07,"Lima","Pérou",29.24,5.8,12.21,18,14,16,4,87
2024-08-08,"Lima","Pérou",40.42,5.66,23.59,19,15,17,4,83
2024-08-09,"Lima","Pérou",40.65,17.15,25.84,18,15,16.5,3,83
2024-08-10,"Lima","Pérou",10.17,5.01,32.22,19,15,17,4,82
2024-08-11,"Lima","Pérou",4.68,4.67,18.88,18,14,16,4,81
2024-08-12,"Lima","Pérou",5.34,4.4,25.53,18,15,16.5,3,81
2024-08-13,"Lima","Pérou",6.99,4.74,31.61,19,14,16.5,5,84
2024-08-14,"Lima","Pérou",9.91,4.13,48.05,19,14,16.5,5,83
2024-08-15,"Lima","Pérou",3.55,5.74,31.79,19,15,17,4,80
2024-08-16,"Lima","Pérou",5.85,4.17,24.71,18,15,16.5,3,81
2024-08-17,"Lima","Pérou",7.76,5.42,29.08,18,15,16.5,3,82
2024-08-18,"Lima","Pérou",5.16,4.74,24.58,18,14,16,4,81
2024-08-19,"Lima","Pérou",5.14,5.36,29.15,18,15,16.5,3,87
2024-08-20,"Lima","Pérou",8.95,4.53,27.39,18,15,16.5,3,83
2024-08-21,"Lima","Pérou",36.68,4.99,25.46,18,14,16,4,88
2024-08-22,"Lima","Pérou",87.81,4.84,16.89,18,15,16.5,3,88
2024-08-23,"Lima","Pérou",88.72,4.63,16.28,17,15,16,2,83
2024-08-24,"Lima","Pérou",90.87,4.35,19.5,18,15,16.5,3,87
2024-08-25,"Lima","Pérou",87.25,5.4,42.52,19,16,17.5,3,83
2024-08-26,"Lima","Pérou",81.09,5.71,31.82,19,16,17.5,3,84
2024-08-27,"Lima","Pérou",84.31,5,27.36,18,15,16.5,3,84
2024-08-28,"Lima","Pérou",88.78,4.73,19.57,18,15,16.5,3,87
2024-08-29,"Lima","Pérou",86.97,6.3,17.67,17,14,15.5,3,88
2024-08-30,"Lima","Pérou",86.52,4.77,20.07,17,14,15.5,3,87
2024-08-31,"Lima","Pérou",88.4,4.28,25.35,17,15,16,2,83
2024-09-01,"Lima","Pérou",88.08,6.42,30.03,18,15,16.5,3,83
2024-09-02,"Lima","Pérou",87.16,6.1,23.52,18,15,16.5,3,83
2024-09-03,"Lima","Pérou",88.89,5.7,25.12,18,14,16,4,82
2024-09-04,"Lima","Pérou",87.87,5.23,18.39,18,14,16,4,84
2024-09-05,"Lima","Pérou",94.08,4.48,29.27,18,15,16.5,3,82
2024-09-06,"Lima","Pérou",89.68,5.14,21.94,19,15,17,4,84
2024-09-07,"Lima","Pérou",92.47,5.23,30.47,18,15,16.5,3,86
2024-09-08,"Lima","Pérou",90.11,6.08,40.84,19,16,17.5,3,83
2024-09-09,"Lima","Pérou",82.97,7.06,34.21,19,15,17,4,86
2024-09-10,"Lima","Pérou",83.9,8.29,28.78,19,15,17,4,86
2024-09-11,"Lima","Pérou",76.82,4.83,27.2,19,15,17,4,85
2024-09-12,"Lima","Pérou",41.07,6.06,30.3,18,16,17,2,87
2024-09-13,"Lima","Pérou",42.81,3.24,41.99,19,16,17.5,3,85
